      1,1,pass,pass,pass,pass
	  2,2,pass,pass,pass,pass
	  3,3,pass+,pass,pass+,pass+
	  4,4,pass,pass,notpass,-
	  5,5,pass,pass,notpass,-
	  6,6,pass,pass,notpass,-
	  7,7,pass,notpass,notpass,-
	  8,8,pass,pass,pass,pass
	  9,9,pass,notpass,notpass,-
	  10,10,pass,pass+,pass+,pass+
	  11,11,pass,pass,pass,pass
	  12,12,pass,pass,pass,pass
	  13,13,pass+,notpass,notpass,-
	  14,14,pass,pass,pass+,pass
	  15,16,pass,notpass,notpass,-
	  16,17,pass,pass,pass,-
	  17,18,pass,pass,pass+,pass
	  18,19,pass,pass,pass+,pass+
